,SIM Time,Waiting Time,Waiting Car,Action,Reward
618,619.0,"(4133.0, 29)",29,48,-1
619,620.0,"(4162.0, 29)",29,32,-1
620,621.0,"(4191.0, 29)",29,24,-1
621,622.0,"(4220.0, 29)",29,52,-1
622,623.0,"(4249.0, 29)",29,16,-1
623,624.0,"(4278.0, 29)",29,32,-1
624,625.0,"(4307.0, 29)",29,8,-1
625,626.0,"(4336.0, 29)",29,8,-1
626,627.0,"(4365.0, 29)",29,16,-1
627,628.0,"(4394.0, 29)",29,24,-1
628,629.0,"(4423.0, 29)",29,52,-1
629,630.0,"(4452.0, 29)",29,52,-1
630,631.0,"(4481.0, 29)",29,48,-1
631,632.0,"(4510.0, 29)",29,64,-1
632,633.0,"(4539.0, 29)",29,32,-1
633,634.0,"(4568.0, 30)",30,16,-1
634,635.0,"(4597.0, 30)",30,48,-1
635,636.0,"(4626.0, 30)",30,48,-1
636,637.0,"(4655.0, 30)",30,16,-1
637,638.0,"(4684.0, 30)",30,8,-1
638,639.0,"(4713.0, 29)",29,32,-1
639,640.0,"(4742.0, 29)",29,32,-1
640,641.0,"(4771.0, 29)",29,48,-1
641,642.0,"(4800.0, 29)",29,48,-1
642,643.0,"(4771.0, 29)",29,8,-1
643,644.0,"(4742.0, 29)",29,64,-1
644,645.0,"(4769.0, 29)",29,8,-1
645,646.0,"(4796.0, 28)",28,52,-1
646,647.0,"(4823.0, 28)",28,8,-1
647,648.0,"(4850.0, 27)",27,64,-1
648,649.0,"(4877.0, 28)",28,64,-1
649,650.0,"(4904.0, 28)",28,32,-1
650,651.0,"(4931.0, 28)",28,8,-1
651,652.0,"(4958.0, 28)",28,64,-1
652,653.0,"(4985.0, 28)",28,24,-1
653,654.0,"(5012.0, 28)",28,16,-1
654,655.0,"(5039.0, 28)",28,52,-1
655,656.0,"(5066.0, 28)",28,32,-1
656,657.0,"(5093.0, 28)",28,52,-1
657,658.0,"(5120.0, 28)",28,48,-1
658,659.0,"(5147.0, 28)",28,48,-1
659,660.0,"(5174.0, 28)",28,8,-1
660,661.0,"(5201.0, 28)",28,24,-1
661,662.0,"(5228.0, 28)",28,8,-1
662,663.0,"(5255.0, 28)",28,24,-1
663,664.0,"(5282.0, 27)",27,32,-1
664,665.0,"(5309.0, 28)",28,24,-1
665,666.0,"(5336.0, 29)",29,32,-1
666,667.0,"(5363.0, 28)",28,24,-1
667,668.0,"(5390.0, 28)",28,24,-1
668,669.0,"(5417.0, 28)",28,32,-1
669,670.0,"(5444.0, 29)",29,48,-1
670,671.0,"(5471.0, 29)",29,32,-1
671,672.0,"(5498.0, 28)",28,24,-1
672,673.0,"(5525.0, 28)",28,64,-1
673,674.0,"(5552.0, 29)",29,16,-1
674,675.0,"(5579.0, 28)",28,48,-1
675,676.0,"(5606.0, 28)",28,52,-1
676,677.0,"(5633.0, 27)",27,8,-1
677,678.0,"(5367.0, 27)",27,32,-1
678,679.0,"(5100.0, 27)",27,64,-1
679,680.0,"(4833.0, 26)",26,24,-1
680,681.0,"(4565.0, 26)",26,64,-1
681,682.0,"(4297.0, 26)",26,64,-1
682,683.0,"(4029.0, 26)",26,24,-1
683,684.0,"(3759.0, 26)",26,48,-1
684,685.0,"(3490.0, 25)",25,64,-1
685,686.0,"(3265.0, 25)",25,16,-1
686,687.0,"(3077.0, 25)",25,16,-1
687,688.0,"(3094.0, 24)",24,16,-1
688,689.0,"(3111.0, 24)",24,48,-1
689,690.0,"(3128.0, 24)",24,8,-1
690,691.0,"(3145.0, 23)",23,16,-1
691,692.0,"(3162.0, 24)",24,16,-1
692,693.0,"(3179.0, 23)",23,8,-1
693,694.0,"(3196.0, 23)",23,8,-1
694,695.0,"(3213.0, 23)",23,8,-1
695,696.0,"(3230.0, 24)",24,52,-1
696,697.0,"(3247.0, 24)",24,48,-1
697,698.0,"(3265.0, 24)",24,64,-1
698,699.0,"(3283.0, 24)",24,52,-1
699,700.0,"(3302.0, 24)",24,64,-1
700,701.0,"(3317.0, 24)",24,52,-1
701,702.0,"(3333.0, 25)",25,8,-1
702,703.0,"(3350.0, 25)",25,52,-1
703,704.0,"(3367.0, 24)",24,24,-1
704,705.0,"(3384.0, 24)",24,32,-1
705,706.0,"(3400.0, 25)",25,48,-1
706,707.0,"(3417.0, 24)",24,8,-1
707,708.0,"(3434.0, 24)",24,24,-1
708,709.0,"(3451.0, 25)",25,16,-1
709,710.0,"(3468.0, 24)",24,24,-1
710,711.0,"(3485.0, 24)",24,8,-1
711,712.0,"(3502.0, 24)",24,48,-1
712,713.0,"(3519.0, 23)",23,8,-1
713,714.0,"(3536.0, 22)",22,64,-1
714,715.0,"(3553.0, 22)",22,24,-1
715,716.0,"(3570.0, 21)",21,52,-1
716,717.0,"(3587.0, 22)",22,64,-1
717,718.0,"(3604.0, 22)",22,48,-1
718,719.0,"(3621.0, 21)",21,24,-1
719,720.0,"(3638.0, 22)",22,16,-1
720,721.0,"(3655.0, 22)",22,32,-1
721,722.0,"(3672.0, 22)",22,16,-1
722,723.0,"(3689.0, 21)",21,16,-1
723,724.0,"(3706.0, 21)",21,64,-1
724,725.0,"(3723.0, 21)",21,52,-1
725,726.0,"(3740.0, 21)",21,8,-1
726,727.0,"(3456.0, 21)",21,48,-1
727,728.0,"(3172.0, 22)",22,24,-1
728,729.0,"(2887.0, 22)",22,8,-1
729,730.0,"(2603.0, 23)",23,64,-1
730,731.0,"(2317.0, 23)",23,8,-1
731,732.0,"(2032.0, 23)",23,24,-1
732,733.0,"(1747.0, 23)",23,52,-1
733,734.0,"(1462.0, 23)",23,52,-1
734,735.0,"(1177.0, 23)",23,48,-1
735,736.0,"(891.0, 23)",23,8,-1
736,737.0,"(900.0, 23)",23,32,-1
737,738.0,"(909.0, 24)",24,24,-1
738,739.0,"(919.0, 24)",24,16,-1
739,740.0,"(930.0, 25)",25,52,-1
740,741.0,"(942.0, 25)",25,64,-1
741,742.0,"(954.0, 26)",26,52,-1
742,743.0,"(967.0, 25)",25,16,-1
743,744.0,"(981.0, 25)",25,48,-1
744,745.0,"(997.0, 25)",25,64,-1
745,746.0,"(1014.0, 26)",26,32,-1
746,747.0,"(1033.0, 26)",26,32,-1
747,748.0,"(1053.0, 26)",26,16,-1
748,749.0,"(1074.0, 26)",26,48,-1
749,750.0,"(1096.0, 27)",27,48,-1
750,751.0,"(1118.0, 27)",27,52,-1
751,752.0,"(1141.0, 27)",27,48,-1
752,753.0,"(1164.0, 27)",27,16,-1
753,754.0,"(1188.0, 28)",28,16,-1
754,755.0,"(1213.0, 28)",28,48,-1
755,756.0,"(1238.0, 26)",26,32,-1
756,757.0,"(1264.0, 26)",26,8,-1
757,758.0,"(1290.0, 26)",26,32,-1
758,759.0,"(1316.0, 27)",27,24,-1
759,760.0,"(1342.0, 27)",27,24,-1
760,761.0,"(1368.0, 26)",26,8,-1
761,762.0,"(1394.0, 26)",26,24,-1
762,763.0,"(1420.0, 26)",26,32,-1
763,764.0,"(1446.0, 27)",27,32,-1
764,765.0,"(1472.0, 26)",26,48,-1
765,766.0,"(1498.0, 26)",26,64,-1
766,767.0,"(1524.0, 26)",26,16,-1
767,768.0,"(1550.0, 26)",26,48,-1
768,769.0,"(1576.0, 26)",26,52,-1
769,770.0,"(1602.0, 26)",26,48,-1
770,771.0,"(1628.0, 26)",26,8,-1
771,772.0,"(1654.0, 26)",26,32,-1
772,773.0,"(1680.0, 26)",26,32,-1
773,774.0,"(1706.0, 26)",26,48,-1
774,775.0,"(1732.0, 26)",26,16,-1
775,776.0,"(1758.0, 26)",26,64,-1
776,777.0,"(1784.0, 26)",26,48,-1
777,778.0,"(1810.0, 26)",26,64,-1
778,779.0,"(1836.0, 26)",26,64,-1
779,780.0,"(1862.0, 26)",26,52,-1
780,781.0,"(1888.0, 26)",26,16,-1
781,782.0,"(1914.0, 26)",26,52,-1
782,783.0,"(1940.0, 26)",26,52,-1
783,784.0,"(1966.0, 26)",26,8,-1
784,785.0,"(1992.0, 26)",26,8,-1
785,786.0,"(2018.0, 26)",26,48,-1
786,787.0,"(2044.0, 26)",26,64,-1
787,788.0,"(2070.0, 26)",26,48,-1
788,789.0,"(2096.0, 26)",26,48,-1
789,790.0,"(2122.0, 26)",26,52,-1
790,791.0,"(2148.0, 26)",26,16,-1
791,792.0,"(2174.0, 27)",27,24,-1
792,793.0,"(2200.0, 27)",27,48,-1
793,794.0,"(2227.0, 27)",27,8,-1
794,795.0,"(2254.0, 27)",27,24,-1
795,796.0,"(2281.0, 27)",27,48,-1
796,797.0,"(2308.0, 27)",27,16,-1
797,798.0,"(2335.0, 27)",27,52,-1
798,799.0,"(2362.0, 27)",27,16,-1
799,800.0,"(2389.0, 27)",27,52,-1
800,801.0,"(2416.0, 27)",27,64,-1
801,802.0,"(2443.0, 27)",27,8,-1
802,803.0,"(2470.0, 27)",27,24,-1
803,804.0,"(2497.0, 27)",27,64,-1
804,805.0,"(2524.0, 27)",27,16,-1
805,806.0,"(2551.0, 27)",27,16,-1
806,807.0,"(2578.0, 27)",27,16,-1
807,808.0,"(2605.0, 27)",27,32,-1
808,809.0,"(2632.0, 27)",27,8,-1
809,810.0,"(2659.0, 27)",27,64,-1
810,811.0,"(2686.0, 27)",27,24,-1
811,812.0,"(2713.0, 27)",27,8,-1
812,813.0,"(2740.0, 27)",27,16,-1
813,814.0,"(2767.0, 27)",27,8,-1
814,815.0,"(2794.0, 27)",27,64,-1
815,816.0,"(2821.0, 27)",27,8,-1
816,817.0,"(2848.0, 27)",27,52,-1
817,818.0,"(2661.0, 27)",27,48,-1
818,819.0,"(2475.0, 27)",27,32,-1
819,820.0,"(2287.0, 27)",27,24,-1
820,821.0,"(2099.0, 26)",26,24,-1
821,822.0,"(1911.0, 26)",26,8,-1
822,823.0,"(1722.0, 26)",26,64,-1
823,824.0,"(1533.0, 25)",25,52,-1
824,825.0,"(1553.0, 25)",25,52,-1
825,826.0,"(1573.0, 25)",25,64,-1
826,827.0,"(1593.0, 26)",26,48,-1
827,828.0,"(1613.0, 26)",26,52,-1
828,829.0,"(1633.0, 27)",27,8,-1
829,830.0,"(1653.0, 28)",28,64,-1
830,831.0,"(1674.0, 28)",28,52,-1
831,832.0,"(1695.0, 28)",28,48,-1
832,833.0,"(1717.0, 29)",29,48,-1
833,834.0,"(1740.0, 29)",29,64,-1
834,835.0,"(1764.0, 28)",28,16,-1
835,836.0,"(1789.0, 28)",28,52,-1
836,837.0,"(1814.0, 28)",28,16,-1
837,838.0,"(1840.0, 28)",28,48,-1
838,839.0,"(1867.0, 28)",28,48,-1
839,840.0,"(1894.0, 28)",28,64,-1
840,841.0,"(1922.0, 28)",28,16,-1
841,842.0,"(1950.0, 28)",28,52,-1
842,843.0,"(1978.0, 28)",28,24,-1
843,844.0,"(2006.0, 28)",28,32,-1
844,845.0,"(2034.0, 28)",28,52,-1
845,846.0,"(2062.0, 28)",28,32,-1
846,847.0,"(2090.0, 28)",28,52,-1
847,848.0,"(2118.0, 28)",28,64,-1
848,849.0,"(2146.0, 28)",28,52,-1
849,850.0,"(2174.0, 28)",28,48,-1
850,851.0,"(2202.0, 28)",28,16,-1
851,852.0,"(2230.0, 28)",28,64,-1
852,853.0,"(2258.0, 28)",28,8,-1
853,854.0,"(2286.0, 28)",28,24,-1
854,855.0,"(2314.0, 28)",28,8,-1
855,856.0,"(2342.0, 28)",28,16,-1
856,857.0,"(2370.0, 28)",28,32,-1
857,858.0,"(2398.0, 28)",28,52,-1
858,859.0,"(2426.0, 28)",28,8,-1
859,860.0,"(2454.0, 28)",28,52,-1
860,861.0,"(2482.0, 28)",28,52,-1
861,862.0,"(2510.0, 28)",28,8,-1
862,863.0,"(2538.0, 28)",28,24,-1
863,864.0,"(2566.0, 28)",28,8,-1
864,865.0,"(2594.0, 28)",28,48,-1
865,866.0,"(2622.0, 28)",28,16,-1
866,867.0,"(2650.0, 29)",29,8,-1
867,868.0,"(2678.0, 29)",29,52,-1
868,869.0,"(2706.0, 29)",29,16,-1
869,870.0,"(2734.0, 29)",29,8,-1
870,871.0,"(2762.0, 29)",29,8,-1
871,872.0,"(2790.0, 29)",29,16,-1
872,873.0,"(2818.0, 29)",29,24,-1
873,874.0,"(2846.0, 28)",28,52,-1
874,875.0,"(2874.0, 28)",28,24,-1
875,876.0,"(2902.0, 28)",28,8,-1
876,877.0,"(2930.0, 28)",28,48,-1
877,878.0,"(2958.0, 28)",28,16,-1
878,879.0,"(2986.0, 28)",28,8,-1
879,880.0,"(3014.0, 28)",28,52,-1
880,881.0,"(3042.0, 28)",28,48,-1
881,882.0,"(3070.0, 28)",28,48,-1
882,883.0,"(3098.0, 28)",28,64,-1
883,884.0,"(3126.0, 28)",28,24,-1
884,885.0,"(3154.0, 28)",28,32,-1
885,886.0,"(3182.0, 28)",28,52,-1
886,887.0,"(3210.0, 28)",28,24,-1
887,888.0,"(3238.0, 28)",28,16,-1
888,889.0,"(3266.0, 28)",28,32,-1
889,890.0,"(3294.0, 28)",28,8,-1
890,891.0,"(3322.0, 28)",28,8,-1
891,892.0,"(3350.0, 28)",28,8,-1
892,893.0,"(3378.0, 28)",28,52,-1
893,894.0,"(3406.0, 28)",28,48,-1
894,895.0,"(3434.0, 28)",28,16,-1
895,896.0,"(3462.0, 28)",28,8,-1
896,897.0,"(3490.0, 28)",28,48,-1
897,898.0,"(3518.0, 28)",28,8,-1
898,899.0,"(3546.0, 28)",28,24,-1
899,900.0,"(3574.0, 28)",28,64,-1
900,901.0,"(3602.0, 28)",28,16,-1
901,902.0,"(3630.0, 28)",28,52,-1
902,903.0,"(3658.0, 28)",28,64,-1
903,904.0,"(3686.0, 28)",28,48,-1
904,905.0,"(3714.0, 28)",28,32,-1
905,906.0,"(3742.0, 28)",28,48,-1
906,907.0,"(3770.0, 29)",29,24,-1
907,908.0,"(3798.0, 29)",29,8,-1
908,909.0,"(3826.0, 29)",29,24,-1
909,910.0,"(3854.0, 29)",29,24,-1
910,911.0,"(3882.0, 29)",29,52,-1
911,912.0,"(3910.0, 29)",29,24,-1
912,913.0,"(3938.0, 28)",28,64,-1
913,914.0,"(3966.0, 28)",28,52,-1
914,915.0,"(3994.0, 28)",28,52,-1
915,916.0,"(4022.0, 28)",28,24,-1
916,917.0,"(4050.0, 28)",28,16,-1
917,918.0,"(4078.0, 28)",28,52,-1
918,919.0,"(4106.0, 28)",28,32,-1
919,920.0,"(4134.0, 28)",28,32,-1
920,921.0,"(4162.0, 28)",28,64,-1
921,922.0,"(4190.0, 28)",28,48,-1
922,923.0,"(4218.0, 28)",28,8,-1
923,924.0,"(4246.0, 28)",28,8,-1
924,925.0,"(4274.0, 28)",28,32,-1
925,926.0,"(4302.0, 28)",28,16,-1
926,927.0,"(4330.0, 28)",28,16,-1
927,928.0,"(4358.0, 28)",28,52,-1
928,929.0,"(4386.0, 28)",28,32,-1
929,930.0,"(4414.0, 28)",28,52,-1
930,931.0,"(4442.0, 28)",28,32,-1
931,932.0,"(4470.0, 28)",28,48,-1
932,933.0,"(4498.0, 28)",28,48,-1
933,934.0,"(4526.0, 28)",28,16,-1
934,935.0,"(4554.0, 28)",28,24,-1
935,936.0,"(4582.0, 28)",28,52,-1
936,937.0,"(4610.0, 28)",28,52,-1
937,938.0,"(4638.0, 28)",28,32,-1
938,939.0,"(4666.0, 28)",28,16,-1
939,940.0,"(4694.0, 28)",28,24,-1
940,941.0,"(4722.0, 28)",28,48,-1
941,942.0,"(4750.0, 28)",28,32,-1
942,943.0,"(4778.0, 28)",28,52,-1
943,944.0,"(4806.0, 28)",28,48,-1
944,945.0,"(4834.0, 28)",28,16,-1
945,946.0,"(4862.0, 28)",28,16,-1
946,947.0,"(4890.0, 29)",29,8,-1
947,948.0,"(4918.0, 29)",29,52,-1
948,949.0,"(4946.0, 29)",29,52,-1
949,950.0,"(4974.0, 29)",29,64,-1
950,951.0,"(5002.0, 29)",29,32,-1
951,952.0,"(5030.0, 28)",28,24,-1
952,953.0,"(5058.0, 28)",28,16,-1
953,954.0,"(5086.0, 28)",28,52,-1
954,955.0,"(5114.0, 28)",28,8,-1
955,956.0,"(5142.0, 28)",28,48,-1
956,957.0,"(5170.0, 28)",28,32,-1
957,958.0,"(5198.0, 28)",28,48,-1
958,959.0,"(5226.0, 28)",28,8,-1
959,960.0,"(5254.0, 28)",28,64,-1
960,961.0,"(5282.0, 28)",28,52,-1
961,962.0,"(5310.0, 28)",28,52,-1
962,963.0,"(5338.0, 28)",28,52,-1
963,964.0,"(5366.0, 28)",28,64,-1
964,965.0,"(5394.0, 28)",28,52,-1
965,966.0,"(5422.0, 28)",28,32,-1
966,967.0,"(5450.0, 28)",28,52,-1
967,968.0,"(5478.0, 28)",28,8,-1
968,969.0,"(5506.0, 28)",28,16,-1
969,970.0,"(5534.0, 28)",28,8,-1
970,971.0,"(5562.0, 28)",28,8,-1
971,972.0,"(5590.0, 28)",28,52,-1
972,973.0,"(5618.0, 28)",28,16,-1
973,974.0,"(5646.0, 28)",28,24,-1
974,975.0,"(5674.0, 28)",28,16,-1
975,976.0,"(5702.0, 29)",29,52,-1
976,977.0,"(5730.0, 29)",29,52,-1
977,978.0,"(5758.0, 29)",29,64,-1
978,979.0,"(5786.0, 29)",29,32,-1
979,980.0,"(5814.0, 28)",28,64,-1
980,981.0,"(5842.0, 28)",28,48,-1
981,982.0,"(5870.0, 28)",28,24,-1
982,983.0,"(5898.0, 28)",28,32,-1
983,984.0,"(5926.0, 28)",28,64,-1
984,985.0,"(5954.0, 29)",29,24,-1
985,986.0,"(5982.0, 29)",29,24,-1
986,987.0,"(6010.0, 29)",29,64,-1
987,988.0,"(6038.0, 29)",29,48,-1
988,989.0,"(6066.0, 29)",29,16,-1
989,990.0,"(6094.0, 29)",29,16,-1
990,991.0,"(6122.0, 28)",28,8,-1
991,992.0,"(6150.0, 28)",28,48,-1
992,993.0,"(6178.0, 28)",28,52,-1
993,994.0,"(6206.0, 28)",28,16,-1
994,995.0,"(6234.0, 28)",28,64,-1
995,996.0,"(6262.0, 28)",28,24,-1
996,997.0,"(6290.0, 28)",28,64,-1
997,998.0,"(6318.0, 28)",28,8,-1
998,999.0,"(6346.0, 28)",28,48,-1
999,1000.0,"(6374.0, 28)",28,52,-1
1000,1001.0,"(6402.0, 28)",28,16,-1
1001,1002.0,"(6430.0, 28)",28,8,-1
1002,1003.0,"(6458.0, 28)",28,32,-1
1003,1004.0,"(6486.0, 28)",28,48,-1
1004,1005.0,"(6514.0, 28)",28,8,-1
1005,1006.0,"(6542.0, 28)",28,52,-1
1006,1007.0,"(6570.0, 28)",28,52,-1
1007,1008.0,"(6598.0, 28)",28,8,-1
1008,1009.0,"(6626.0, 28)",28,24,-1
1009,1010.0,"(6654.0, 28)",28,16,-1
1010,1011.0,"(6682.0, 28)",28,52,-1
1011,1012.0,"(6710.0, 28)",28,16,-1
1012,1013.0,"(6738.0, 28)",28,16,-1
1013,1014.0,"(6766.0, 28)",28,32,-1
1014,1015.0,"(6794.0, 28)",28,8,-1
1015,1016.0,"(6822.0, 28)",28,52,-1
1016,1017.0,"(6850.0, 28)",28,52,-1
1017,1018.0,"(6878.0, 28)",28,52,-1
1018,1019.0,"(6906.0, 28)",28,52,-1
1019,1020.0,"(6934.0, 28)",28,8,-1
1020,1021.0,"(6962.0, 29)",29,52,-1
1021,1022.0,"(6990.0, 29)",29,64,-1
1022,1023.0,"(7018.0, 29)",29,16,-1
1023,1024.0,"(7046.0, 29)",29,16,-1
1024,1025.0,"(7074.0, 28)",28,24,-1
1025,1026.0,"(7102.0, 28)",28,48,-1
1026,1027.0,"(7130.0, 28)",28,16,-1
1027,1028.0,"(7158.0, 28)",28,48,-1
1028,1029.0,"(7186.0, 28)",28,8,-1
1029,1030.0,"(7214.0, 28)",28,48,-1
1030,1031.0,"(7242.0, 28)",28,16,-1
1031,1032.0,"(6971.0, 27)",27,48,-1
1032,1033.0,"(6701.0, 27)",27,64,-1
1033,1034.0,"(6140.0, 27)",27,48,-1
1034,1035.0,"(5577.0, 27)",27,64,-1
1035,1036.0,"(5013.0, 26)",26,32,-1
1036,1037.0,"(4448.0, 26)",26,52,-1
1037,1038.0,"(4177.0, 26)",26,64,-1
1038,1039.0,"(3611.0, 26)",26,8,-1
1039,1040.0,"(3045.0, 26)",26,32,-1
1040,1041.0,"(2763.0, 26)",26,24,-1
1041,1042.0,"(2192.0, 27)",27,52,-1
1042,1043.0,"(1916.0, 26)",26,48,-1
1043,1044.0,"(1674.0, 26)",26,24,-1
1044,1045.0,"(1685.0, 26)",26,16,-1
1045,1046.0,"(1697.0, 25)",25,32,-1
1046,1047.0,"(1710.0, 26)",26,32,-1
1047,1048.0,"(1726.0, 26)",26,16,-1
1048,1049.0,"(1736.0, 26)",26,52,-1
1049,1050.0,"(1746.0, 26)",26,48,-1
1050,1051.0,"(1764.0, 26)",26,48,-1
1051,1052.0,"(1777.0, 25)",25,8,-1
1052,1053.0,"(1790.0, 25)",25,52,-1
1053,1054.0,"(1811.0, 25)",25,8,-1
1054,1055.0,"(1825.0, 26)",26,52,-1
1055,1056.0,"(1840.0, 26)",26,48,-1
1056,1057.0,"(1854.0, 26)",26,24,-1
1057,1058.0,"(1867.0, 24)",24,24,-1
1058,1059.0,"(1880.0, 24)",24,8,-1
1059,1060.0,"(1901.0, 25)",25,52,-1
1060,1061.0,"(1919.0, 24)",24,8,-1
1061,1062.0,"(1937.0, 25)",25,52,-1
1062,1063.0,"(1955.0, 25)",25,64,-1
1063,1064.0,"(1973.0, 24)",24,8,-1
1064,1065.0,"(1991.0, 25)",25,48,-1
1065,1066.0,"(2009.0, 25)",25,24,-1
1066,1067.0,"(2027.0, 24)",24,8,-1
1067,1068.0,"(2045.0, 24)",24,52,-1
1068,1069.0,"(2063.0, 24)",24,48,-1
1069,1070.0,"(2081.0, 23)",23,16,-1
1070,1071.0,"(2099.0, 24)",24,24,-1
1071,1072.0,"(2117.0, 24)",24,64,-1
1072,1073.0,"(2135.0, 23)",23,52,-1
1073,1074.0,"(2153.0, 25)",25,48,-1
1074,1075.0,"(2171.0, 24)",24,16,-1
1075,1076.0,"(2189.0, 23)",23,16,-1
1076,1077.0,"(2207.0, 25)",25,24,-1
1077,1078.0,"(2225.0, 24)",24,8,-1
1078,1079.0,"(2243.0, 23)",23,32,-1
1079,1080.0,"(2261.0, 24)",24,8,-1
1080,1081.0,"(2279.0, 24)",24,24,-1
1081,1082.0,"(2297.0, 23)",23,16,-1
1082,1083.0,"(2315.0, 24)",24,16,-1
1083,1084.0,"(2079.0, 23)",23,48,-1
1084,1085.0,"(1843.0, 23)",23,32,-1
1085,1086.0,"(1606.0, 23)",23,52,-1
1086,1087.0,"(1368.0, 22)",22,24,-1
1087,1088.0,"(1129.0, 22)",22,32,-1
1088,1089.0,"(1142.0, 20)",20,8,-1
1089,1090.0,"(902.0, 21)",21,24,-1
1090,1091.0,"(661.0, 21)",21,48,-1
1091,1092.0,"(420.0, 21)",21,8,5
1092,1093.0,"(431.0, 22)",22,52,5
1093,1094.0,"(442.0, 21)",21,16,5
1094,1095.0,"(454.0, 21)",21,16,5
1095,1096.0,"(467.0, 20)",20,24,5
1096,1097.0,"(480.0, 21)",21,64,5
1097,1098.0,"(494.0, 22)",22,64,5
1098,1099.0,"(509.0, 21)",21,16,-1
1099,1100.0,"(524.0, 21)",21,52,-1
1100,1101.0,"(540.0, 22)",22,32,-1
1101,1102.0,"(556.0, 21)",21,64,-1
1102,1103.0,"(574.0, 21)",21,64,-1
1103,1104.0,"(592.0, 21)",21,48,-1
1104,1105.0,"(610.0, 21)",21,8,-1
1105,1106.0,"(628.0, 22)",22,52,-1
1106,1107.0,"(584.0, 23)",23,16,-1
1107,1108.0,"(540.0, 23)",23,8,-1
1108,1109.0,"(496.0, 24)",24,64,5
1109,1110.0,"(451.0, 24)",24,24,5
1110,1111.0,"(406.0, 23)",23,52,5
1111,1112.0,"(422.0, 22)",22,52,5
1112,1113.0,"(377.0, 21)",21,52,5
1113,1114.0,"(329.0, 22)",22,64,5
1114,1115.0,"(281.0, 20)",20,32,5
1115,1116.0,"(233.0, 21)",21,48,5
1116,1117.0,"(184.0, 21)",21,32,10
1117,1118.0,"(195.0, 20)",20,24,10
1118,1119.0,"(206.0, 19)",19,32,5
1119,1120.0,"(217.0, 19)",19,32,5
1120,1121.0,"(228.0, 19)",19,64,5
1121,1122.0,"(239.0, 19)",19,8,5
1122,1123.0,"(250.0, 19)",19,48,5
1123,1124.0,"(262.0, 19)",19,16,5
1124,1125.0,"(274.0, 20)",20,24,5
1125,1126.0,"(286.0, 20)",20,8,5
1126,1127.0,"(298.0, 18)",18,8,5
1127,1128.0,"(311.0, 19)",19,48,5
1128,1129.0,"(324.0, 19)",19,16,5
1129,1130.0,"(337.0, 18)",18,16,5
1130,1131.0,"(350.0, 19)",19,52,5
1131,1132.0,"(363.0, 18)",18,8,5
1132,1133.0,"(376.0, 18)",18,32,5
1133,1134.0,"(389.0, 18)",18,32,5
1134,1135.0,"(402.0, 17)",17,48,5
1135,1136.0,"(415.0, 17)",17,48,5
1136,1137.0,"(428.0, 16)",16,52,5
1137,1138.0,"(441.0, 16)",16,16,5
1138,1139.0,"(454.0, 15)",15,24,5
1139,1140.0,"(467.0, 15)",15,48,5
1140,1141.0,"(480.0, 16)",16,48,5
1141,1142.0,"(493.0, 15)",15,24,5
1142,1143.0,"(506.0, 14)",14,64,-1
1143,1144.0,"(519.0, 15)",15,24,-1
1144,1145.0,"(532.0, 15)",15,32,-1
1145,1146.0,"(545.0, 15)",15,16,-1
1146,1147.0,"(558.0, 16)",16,52,-1
1147,1148.0,"(571.0, 15)",15,8,-1
1148,1149.0,"(584.0, 15)",15,48,-1
1149,1150.0,"(597.0, 15)",15,52,-1
1150,1151.0,"(610.0, 15)",15,64,-1
1151,1152.0,"(623.0, 15)",15,64,-1
1152,1153.0,"(636.0, 17)",17,24,-1
1153,1154.0,"(650.0, 17)",17,24,-1
1154,1155.0,"(664.0, 17)",17,32,-1
1155,1156.0,"(678.0, 17)",17,16,-1
1156,1157.0,"(692.0, 16)",16,32,-1
1157,1158.0,"(706.0, 16)",16,24,-1
1158,1159.0,"(721.0, 17)",17,48,-1
1159,1160.0,"(736.0, 16)",16,64,-1
1160,1161.0,"(751.0, 16)",16,24,-1
1161,1162.0,"(766.0, 17)",17,8,-1
1162,1163.0,"(781.0, 17)",17,8,-1
1163,1164.0,"(796.0, 18)",18,8,-1
1164,1165.0,"(752.0, 18)",18,24,-1
1165,1166.0,"(633.0, 17)",17,32,-1
1166,1167.0,"(515.0, 17)",17,48,-1
1167,1168.0,"(407.0, 17)",17,16,5
1168,1169.0,"(301.0, 17)",17,16,5
1169,1170.0,"(218.0, 14)",14,32,5
1170,1171.0,"(152.0, 14)",14,32,10
1171,1172.0,"(142.0, 13)",13,32,10
1172,1173.0,"(74.0, 14)",14,32,10
1173,1174.0,"(5.0, 14)",14,16,10
1174,1175.0,"(5.0, 15)",15,8,10
1175,1176.0,"(8.0, 16)",16,8,10
1176,1177.0,"(12.0, 15)",15,52,10
1177,1178.0,"(16.0, 16)",16,64,10
1178,1179.0,"(21.0, 15)",15,48,10
1179,1180.0,"(27.0, 16)",16,16,10
1180,1181.0,"(34.0, 15)",15,8,10
1181,1182.0,"(42.0, 15)",15,64,10
1182,1183.0,"(51.0, 15)",15,48,10
1183,1184.0,"(62.0, 15)",15,48,10
1184,1185.0,"(74.0, 15)",15,48,10
1185,1186.0,"(75.0, 15)",15,16,10
1186,1187.0,"(75.0, 15)",15,16,10
1187,1188.0,"(75.0, 16)",16,64,10
1188,1189.0,"(74.0, 16)",16,8,10
1189,1190.0,"(76.0, 16)",16,24,10
1190,1191.0,"(74.0, 16)",16,52,10
