,Time,Wate,Action,Reward,Sum_reward
1239,1240.0,0.0,[24],10,7476
1240,1241.0,0.0,[16],10,7476
1241,1242.0,0.0,[16],10,7476
1242,1243.0,0.0,[32],10,7476
1243,1244.0,0.0,[48],10,7476
1244,1245.0,0.0,[64],10,7476
1245,1246.0,0.0,[52],10,7476
1246,1247.0,0.0,[52],10,7476
1247,1248.0,0.0,[48],10,7476
1248,1249.0,0.0,[32],10,7476
1249,1250.0,0.0,[24],10,7476
1250,1251.0,0.0,[16],10,7476
1251,1252.0,0.0,[52],10,7476
1252,1253.0,0.0,[24],10,7476
1253,1254.0,0.0,[32],10,7476
1254,1255.0,0.0,[16],10,7476
1255,1256.0,0.0,[64],10,7476
1256,1257.0,0.0,[16],10,7476
1257,1258.0,0.0,[16],10,7476
1258,1259.0,0.0,[64],10,7476
1259,1260.0,0.0,[64],10,7476
1260,1261.0,0.0,[16],10,7476
1261,1262.0,0.0,[64],10,7476
1262,1263.0,0.0,[24],10,7476
1263,1264.0,1.0,[64],10,7476
1264,1265.0,2.0,[52],10,7476
1265,1266.0,4.0,[8],10,7476
1266,1267.0,7.0,[64],10,7476
1267,1268.0,10.0,[52],10,7476
1268,1269.0,13.0,[52],10,7476
1269,1270.0,18.0,[8],10,7476
1270,1271.0,23.0,[32],10,7476
1271,1272.0,29.0,[64],10,7476
1272,1273.0,35.0,[8],10,7476
1273,1274.0,41.0,[16],10,7476
1274,1275.0,47.0,[16],10,7476
1275,1276.0,53.0,[48],10,7476
1276,1277.0,59.0,[48],10,7476
1277,1278.0,65.0,[24],10,7476
1278,1279.0,71.0,[64],10,7476
1279,1280.0,77.0,[52],10,7476
1280,1281.0,83.0,[16],10,7476
1281,1282.0,89.0,[64],10,7476
1282,1283.0,95.0,[24],10,7476
1283,1284.0,101.0,[64],10,7476
1284,1285.0,107.0,[64],10,7476
1285,1286.0,113.0,[32],10,7476
1286,1287.0,119.0,[16],10,7476
1287,1288.0,125.0,[32],10,7476
1288,1289.0,131.0,[48],10,7476
1289,1290.0,137.0,[16],10,7476
1290,1291.0,143.0,[24],10,7476
1291,1292.0,149.0,[32],10,7476
1292,1293.0,155.0,[24],10,7476
1293,1294.0,161.0,[24],10,7476
1294,1295.0,167.0,[24],10,7476
1295,1296.0,173.0,[52],10,7476
1296,1297.0,179.0,[8],10,7476
1297,1298.0,185.0,[52],10,7476
1298,1299.0,191.0,[8],10,7476
1299,1300.0,197.0,[64],10,7476
1300,1301.0,203.0,[48],5,7476
1301,1302.0,209.0,[8],5,7476
1302,1303.0,215.0,[52],5,7476
1303,1304.0,221.0,[32],5,7476
1304,1305.0,227.0,[32],5,7476
1305,1306.0,233.0,[52],5,7476
1306,1307.0,239.0,[24],5,7476
1307,1308.0,245.0,[52],5,7476
1308,1309.0,205.0,[16],5,7476
1309,1310.0,165.0,[8],10,7476
1310,1311.0,124.0,[48],10,7476
1311,1312.0,84.0,[8],10,7476
1312,1313.0,42.0,[52],10,7476
1313,1314.0,0.0,[16],10,7476
1314,1315.0,0.0,[8],10,7476
1315,1316.0,0.0,[64],10,7476
1316,1317.0,0.0,[52],10,7476
1317,1318.0,0.0,[52],10,7476
1318,1319.0,0.0,[48],10,7476
1319,1320.0,0.0,[64],10,7476
1320,1321.0,0.0,1,10,7476
1321,1322.0,0.0,[48],10,7476
1322,1323.0,0.0,[24],10,7476
1323,1324.0,0.0,[52],10,7476
1324,1325.0,0.0,[48],10,7476
1325,1326.0,0.0,[16],10,7476
1326,1327.0,0.0,[32],10,7476
1327,1328.0,0.0,[48],10,7476
1328,1329.0,0.0,[32],10,7476
1329,1330.0,0.0,[64],10,7476
1330,1331.0,0.0,[16],10,7476
1331,1332.0,0.0,[32],10,7476
1332,1333.0,0.0,[52],10,7476
1333,1334.0,0.0,[24],10,7476
1334,1335.0,0.0,[24],10,7476
1335,1336.0,0.0,[64],10,7476
1336,1337.0,0.0,[24],10,7476
1337,1338.0,0.0,[48],10,7476
1338,1339.0,0.0,[52],10,7476
1339,1340.0,0.0,[16],10,7476
1340,1341.0,0.0,[32],10,7476
1341,1342.0,0.0,[48],10,7476
1342,1343.0,0.0,[8],10,7476
1343,1344.0,0.0,[32],10,7476
1344,1345.0,0.0,[32],10,7476
1345,1346.0,0.0,[16],10,7476
1346,1347.0,0.0,[24],10,7476
1347,1348.0,0.0,[32],10,7476
1348,1349.0,0.0,[32],10,7476
1349,1350.0,0.0,[8],10,7476
1350,1351.0,0.0,[48],10,7476
1351,1352.0,0.0,[24],10,7476
1352,1353.0,0.0,[16],10,7476
1353,1354.0,0.0,[8],10,7476
1354,1355.0,0.0,[24],10,7476
1355,1356.0,0.0,[32],10,7476
1356,1357.0,0.0,[48],10,7476
1357,1358.0,0.0,[48],10,7476
1358,1359.0,0.0,[24],10,7476
1359,1360.0,0.0,[64],10,7476
1360,1361.0,0.0,[48],10,7476
1361,1362.0,0.0,[16],10,7476
1362,1363.0,0.0,[24],10,7476
1363,1364.0,0.0,[16],10,7476
1364,1365.0,0.0,[24],10,7476
1365,1366.0,0.0,[16],10,7476
1366,1367.0,0.0,[64],10,7476
1367,1368.0,0.0,[64],10,7476
1368,1369.0,0.0,[48],10,7476
1369,1370.0,0.0,[16],10,7476
1370,1371.0,0.0,[8],10,7476
1371,1372.0,0.0,[48],10,7476
1372,1373.0,0.0,[16],10,7476
1373,1374.0,0.0,[8],10,7476
1374,1375.0,0.0,[24],10,7476
1375,1376.0,0.0,[32],10,7476
1376,1377.0,0.0,[64],10,7476
1377,1378.0,0.0,[16],10,7476
1378,1379.0,0.0,[52],10,7476
1379,1380.0,0.0,[16],10,7476
1380,1381.0,0.0,[8],10,7476
1381,1382.0,0.0,[32],10,7476
1382,1383.0,0.0,[48],10,7476
1383,1384.0,0.0,[8],10,7476
1384,1385.0,0.0,[64],10,7476
1385,1386.0,0.0,[64],10,7476
1386,1387.0,0.0,[16],10,7476
1387,1388.0,0.0,[24],10,7476
1388,1389.0,0.0,[48],10,7476
1389,1390.0,0.0,[16],10,7476
1390,1391.0,0.0,[16],10,7476
1391,1392.0,0.0,[32],10,7476
1392,1393.0,0.0,[64],10,7476
1393,1394.0,0.0,[48],10,7476
1394,1395.0,0.0,[24],10,7476
1395,1396.0,0.0,[8],10,7476
1396,1397.0,0.0,[32],10,7476
1397,1398.0,0.0,[48],10,7476
1398,1399.0,0.0,[8],10,7476
1399,1400.0,0.0,[64],10,7476
1400,1401.0,0.0,[24],10,7476
1401,1402.0,0.0,[24],10,7476
1402,1403.0,0.0,[52],10,7476
1403,1404.0,0.0,[64],10,7476
