3.0967819376015,2.918661527701,2.30712886328375,0,1.2193249294424,1.2193249294424,0
2.107788258601,2.14608586757075,0,1.108801,3.24177898399348,1.22927626860662,1.216609158601
2.31592190511737,1,0,0,2.187971299,3.66051338369873,2.48571583404803
4.10840065604071,2.3053649452733,2.008801,1.22900844465056,0,0,1.3162649452733
1.34261262390922,0,3.194595406801,2.3132166126319,1.217482427701,2.1369568414948,1.099
0,2.196792199,1.207692199,2.008801,0,3.46073357484056,2.3935034494424
1,0,1.30849998403525,2.3856597202048,1.109771299,3.096772427701,2.3856597202048
3.0087307603424,0,0,1.099,3.1161614549015,1.1107501376015,2.31849845482994
2.205709158601,2.018688258601,1.32630675256564,2.23418006675347,1.109771299,2.214530058601,0
1.198871299,1.217587891633,3.29602780369329,0,2.187971299,1.108801,2.14691750944364
2.49411625700642,0,0,2.1978574912424,3.21415541488826,1.118592199,2.31427221246056
1.099,1.41516498866885,1.3075677258965,1.197901,1.208661527701,1.197901,4.10337893826521
2.39465413876615,0,0,1.207788258601,2.107692199,0,5.17174267842388
1.108801,1.109867358601,2.41392700881692,4.93212351638051,0,0,1
1.208661527701,1.31773608109464,1.099,3.20447178012073,1.108801,0,3.2156178232128
3.20945536459231,2.108661527701,0,1.208661527701,2.107692199,2.427321606851,0
2.42735384378462,0,0,1.108801,3.23735384378462,2.107692199,2.3212522594424
1.208661527701,0,1.21061613301314,1,1.208661527701,3.26871131794404,3.17891703301314
2.107692199,2.12743568700146,1.2372757006777,1.20893031207056,0,2.25495675480848,1.999
2.49849878664217,1.108801,0,3.5661841376162,2.1104071926319,1.099,1.207692199
4.1326496290249,2.097901,1,1.3162744456639,0,0,2.50092144676141
0,0,2.1263904703424,2.32236913438055,1.197901,4.10161270365056,1.197901
1.208661527701,1.2985552067015,0,3.18824399273285,2.46725489273285,2.286772427701,1.38914399273285
3.9307474013419,3.1277564722284,0,1.216609158601,1.22831074491374,1.216609158601,0
1.198871299,0,2.187971299,2.22510587144285,2.30616914054285,1,2.33165144574141
2.30853274893141,1.22011943054285,1.31943274893141,2.008801,2.2947976913419,0,2.206582427701
1,3.22659342354961,0,1.118688258601,1.2255076913419,2.098871299,2.5154493795527
1.108801,1,2.42153192843728,3.27192652606435,1.099,1.198871299,1.22185660477435
1.099,0,3.25112105192285,2.34506137073285,1.118592199,2.008801,1.2342428267015
1.287978258601,2.187978258601,2.366089158601,0,3.4174585013419,1.099,1.287978258601
2.33476961645161,0,2.3165350352119,0,0,2.217149865901,3.8468102830219
3.39642623864513,0,1.216513099,2.214433999,2.116513099,0,2.205613099
1.22552576015285,2.097901,1.197901,1.197901,1.22552576015285,0,4.09996975429041
2.2164590139833,2.23658780488703,1.2185381139833,0,1.23779363578703,1.999,2.2780379813419
1.119561527701,2.009771299,2.207455696801,2.66766653237735,1.3160816548219,0,2.40195591704071
4.08116178829,0,2.31791733540277,0,1,0,3.20810733540277
2.32534545510061,1.118592199,2.21861247600061,1.2192280926319,2.33327632629061,0,2.097901
